WH,WH-Bigram,WH-POS,WH-NBOR-POS,Root-POS,Class
how,how many,WRB,JJ,VBP,NUM
what,what kind,WDT,NN,VBP,ENTY
which,which is,WDT,VBZ,VBZ,ENTY
what,what do,WP,VBP,VB,ENTY
who,who was,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,ENTY
where,where is,WRB,VBZ,VBZ,LOC
what,what argentine,WDT,JJ,VBN,HUM
what,what country,WP,NN,VBZ,LOC
how,how come,WRB,VBP,VBZ,DESC
what,what happened,WP,VBD,VBD,DESC
what,what does,WP,VBZ,VBZ,ENTY
,,,,VB,ENTY
what,what does,WP,VBZ,VB,ENTY
what,what is,WP,VBZ,VBZ,HUM
how,how many,WRB,JJ,VBN,NUM
what,what is,WP,VBZ,VBZ,ENTY
how,how many,WRB,JJ,VB,NUM
what,what famous,WP,JJ,VBD,HUM
what,what russian,WDT,JJ,VBD,LOC
what,what is,WP,VBZ,VBZ,DESC
what,what are,WP,VBP,VBP,DESC
how,how many,WRB,JJ,VBD,NUM
who,who is,WP,VBZ,VBZ,HUM
what,what u.s.,WP,NNP,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what astronomer,WDT,NN,VBD,HUM
why,why are,WRB,VBP,VBP,DESC
what,what feminist,WP,NN,VBD,HUM
who,who was,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,ENTY
who,who was,WP,VBD,VBD,HUM
how,how many,WRB,JJ,VBP,NUM
how,how long,WRB,RB,VBP,NUM
what,what university,WP,NN,VB,HUM
what,what does,WP,VBZ,VB,ABBR
what,what color,WDT,NN,VBZ,ENTY
what,what nfl,WP,NNP,VB,HUM
how,how much,WRB,JJ,VBZ,NUM
what,what is,WP,VBZ,VBZ,DESC
when,when did,WRB,VBD,VB,NUM
what,what are,WP,VBP,VBP,LOC
what,what country,WDT,NN,VBD,LOC
what,what future,WDT,JJ,VBN,ENTY
how,how do,WRB,VBP,VB,DESC
how,how much,WRB,JJ,VBP,NUM
who,who is,WP,VBZ,VBZ,HUM
what,what kind,WDT,NN,VB,LOC
how,how many,WRB,JJ,VBP,NUM
where,where is,WRB,VBZ,VBZ,LOC
what,what sports,WDT,NNS,VBZ,ENTY
what,what is,WP,VBZ,VBZ,ENTY
when,how hot when making,WRB,VBG,VB,NUM
how,how old,WRB,JJ,VBZ,NUM
where,where can,WRB,MD,VB,LOC
why,why is,WRB,VBZ,VBZ,DESC
when,what country when pesth,WRB,NNP,VBN,LOC
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what town,WDT,NN,VBD,LOC
what,what was,WP,VBD,VBD,ENTY
what,what did,WP,VBD,VB,ENTY
when,why does when we,WRB,PRP,VB,DESC
what,what title,WDT,NN,VBP,HUM
that,what is that beats,WDT,VBZ,VBZ,ENTY
that,who made that could,WDT,MD,VBD,HUM
what,what kind,WDT,NN,VB,ENTY
where,where can,WRB,MD,VB,LOC
what,what makes,WP,VBZ,VBZ,DESC
how,how many,WRB,JJ,VBP,NUM
how,how high,WRB,JJ,VBZ,NUM
who,who was,WP,VBD,VBD,HUM
when,when was,WRB,VBD,VBD,NUM
what,what company,WDT,NN,VBN,HUM
how,how many,WRB,JJ,VB,NUM
where,where can,WRB,MD,VB,LOC
what,what will,WP,MD,VB,NUM
where,how far where did,WRB,VBD,VB,NUM
what,what whisky,WDT,NN,VBN,ENTY
what,what appointments,WP,NNS,VBD,HUM
who,who released,WP,VBD,VBD,HUM
when,what is who was when his,WRB,PRP$,VBZ,HUM
where,where does,WRB,VBZ,VBN,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what school,WDT,NN,VB,HUM
what,what basketball,WDT,NN,VBN,HUM
how,how big,WRB,JJ,VBZ,NUM
what,what does,WP,VBZ,NN,ENTY
how,how many,WRB,JJ,VBP,NUM
where,where can,WRB,MD,VB,LOC
how,how many,WRB,JJ,VBP,NUM
how,how much,WRB,JJ,VB,NUM
what,what was,WP,VBD,VBD,LOC
why,why were,WRB,VBD,VBN,DESC
what,what does,WP,VBZ,VB,ENTY
which,what american which he,WDT,PRP,VBD,HUM
who,who invented,WP,VBD,VBD,HUM
what,what room,WDT,NN,VB,LOC
what,what causes,WP,VBZ,VBZ,DESC
what,what batman,WP,NNP,VBZ,HUM
what,what are,WP,VBP,VBP,ENTY
what,what does,WP,VBZ,VB,DESC
where,where can,WRB,MD,VB,LOC
what,what type,WDT,NN,VBZ,ENTY
who,who was,WP,VBD,VBD,HUM
where,where is,WRB,VBZ,VBZ,LOC
how,how many,WRB,JJ,VB,NUM
what,what are,WP,VBP,VBP,ENTY
what,what volcano,WP,NN,NN,LOC
where,where are,WRB,VBP,VBP,LOC
why,why did,WRB,VBD,VBP,DESC
what,what are,WP,VBP,VBP,DESC
what,what does,WP,VBZ,VBP,ENTY
when,when did,WRB,VBD,VBP,NUM
how,how do,WRB,VBP,VB,ENTY
what,what are,WP,VBP,VBP,ENTY
whom,what \'s whom he,WP,PRP,VBZ,HUM
what,what is,WP,VBZ,VBZ,ENTY
which,which member,WDT,NN,VBD,HUM
what,what doctor,WDT,NN,VBD,HUM
how,how long,WRB,JJ,VBN,NUM
how,how much,WRB,JJ,VB,NUM
what,what comedian,WDT,NN,VBD,HUM
what,what is,WP,VBZ,VBZ,ENTY
how,how tall,WRB,JJ,VBZ,NUM
what,what is,WP,VBZ,VBZ,NUM
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what race,WDT,NN,VBZ,ENTY
what,what is,WP,VBZ,VBZ,LOC
what,what does,WP,VBZ,VB,ABBR
how,how long,WRB,JJ,VBZ,NUM
who,who is,WP,VBZ,VBZ,HUM
what,what is,WP,VBZ,VBG,DESC
who,who is,WP,VBZ,VBZ,HUM
how,how tall,WRB,JJ,VBZ,NUM
what,what are,WP,VBP,VBP,LOC
where,where is,WRB,VBZ,VBZ,LOC
why,why are,WRB,VBP,VBP,DESC
what,what is,WP,VBZ,VBZ,LOC
who,who is,WP,VBZ,VBZ,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what actress,WDT,NN,VBD,HUM
what,what \'s,WP,VBZ,VBZ,ENTY
who,who won,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,HUM
how,how many,WRB,JJ,VBD,NUM
how,how many,WRB,JJ,VBN,NUM
what,what qualifications,WDT,NNS,VBP,DESC
what,what california,WP,NNP,VBD,LOC
who,who is,WP,VBZ,VBZ,HUM
which,which german,WDT,JJ,VBN,HUM
how,how many,WRB,JJ,VBN,NUM
what,what is,WP,VBZ,VBZ,DESC
which,which mammal,WDT,JJ,VBZ,ENTY
what,what trade,WDT,NN,VBD,ENTY
what,what happened,WP,VBD,VBD,DESC
what,what was,WP,VBD,VBD,LOC
what,what is,WP,VBZ,VBZ,ENTY
where,where is,WRB,VBZ,VBZ,LOC
what,what was,WP,VBD,VBD,NUM
what,what is,WP,VBZ,VBZ,LOC
what,what mountain,WDT,NN,VBZ,LOC
how,how many,WRB,JJ,VBP,NUM
that,what are that will,WDT,MD,VBP,ENTY
what,what \'s,WP,VBZ,VBZ,ENTY
what,what businesses,WDT,NNS,VB,HUM
what,what famous,WDT,JJ,VBD,HUM
what,what onetime,WDT,JJ,VBN,HUM
how,how many,WRB,JJ,VBZ,NUM
who,who was,WP,VBD,VBD,HUM
what,what are,WP,VBP,VBP,ENTY
what,what war,WDT,NN,VBN,ENTY
how,how do,WRB,VBP,VB,DESC
who,who invented,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,LOC
what,what is,WP,VBZ,VBZ,NUM
what,what actor,WDT,NN,VBN,HUM
what,what is,WP,VBZ,VBZ,DESC
who,who found,WP,VBD,VBD,HUM
what,what does,WP,VBZ,VB,ABBR
where,where can,WRB,MD,VB,LOC
when,when did,WRB,VBD,NN,NUM
what,what country,WP,NN,VBZ,LOC
how,how long,WRB,RB,VB,NUM
what,what beer,WDT,NN,VBZ,ENTY
what,what is,WP,VBZ,VBZ,ENTY
who,who protects,WP,VBZ,VBZ,HUM
what,what are,WP,VBP,VBP,ENTY
what,what was,WP,VBD,VBD,DESC
what,what homerian,WP,NNP,NNS,ENTY
when,when did,WRB,VBD,NN,NUM
what,what is,WP,VBZ,VBN,ENTY
when,when did,WRB,VBD,VBD,NUM
what,what kind,WDT,NN,VBZ,ENTY
who,who created,WP,VBD,VBD,HUM
why,why do,WRB,VBP,VB,DESC
what,what color,WDT,NN,VBP,ENTY
who,who was,WP,VBD,VBD,HUM
what,what class,WDT,NN,VBZ,ENTY
what,what was,WP,VBD,VBD,ENTY
what,what film,WDT,NN,VBD,ENTY
what,what company,WDT,NN,VBD,HUM
what,what \'s,WP,VBZ,VBZ,LOC
what,what do,WP,VBP,VB,NUM
how,how big,WRB,JJ,VBZ,NUM
that,what is that walks,WDT,VBZ,VBZ,ENTY
which,what is which british,WDT,JJ,VBZ,ENTY
who,who invented,WP,VBD,VBD,HUM
who,who makes,WP,VBZ,VBZ,HUM
how,how long,WRB,RB,VB,NUM
what,what state,WDT,NN,VBZ,LOC
how,how does,WRB,VBZ,VB,DESC
what,what is,WP,VBZ,VBZ,NUM
what,what is,WP,VBZ,VBZ,DESC
what,what ?,WP,.,VBZ,DESC
what,what star,WDT,NN,NN,ENTY
how,how do,WRB,VBP,VB,DESC
what,what does,WP,VBZ,VB,DESC
what,what is,WP,VBZ,VBZ,HUM
where,where is,WRB,VBZ,VBZ,LOC
,,,,VBD,HUM
how,how did,WRB,VBD,VBP,DESC
who,who wrote,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what 1976,WP,CD,VBZ,ENTY
what,what line,WDT,NN,VBN,ENTY
whose,what is whose letters,WP$,NNS,VBZ,ENTY
what,what chapter,WDT,NN,VBZ,NUM
how,how many,WRB,JJ,VBN,NUM
when,when did,WRB,VBD,VB,NUM
what,what kind,WDT,NN,VB,ENTY
how,how long,WRB,JJ,VBD,NUM
how,how can,WRB,MD,VB,DESC
how,how is,WRB,VBZ,VBZ,DESC
what,what program,WDT,NN,VB,ENTY
what,what is,WP,VBZ,VBZ,LOC
what,what two,WP,CD,VBD,HUM
what,what are,WP,VBP,VBP,ENTY
how,what is how are,WRB,VBP,VBZ,DESC
what,what is,WP,VBZ,VBZ,ENTY
when,when did,WRB,VBD,VB,NUM
what,what \'s,WP,VBZ,VBZ,NUM
what,what country,WP,NN,VBZ,LOC
how,how many,WRB,JJ,VBP,NUM
what,what sport,WDT,NN,VBZ,ENTY
what,what meat,WP,NN,VBD,ENTY
what,what is,WP,VBZ,VBZ,ABBR
what,what is,WP,VBZ,VBZ,DESC
what,what are,WP,VBP,VBP,DESC
where,where can,WRB,MD,VB,LOC
what,what leoncavallo,WP,NNP,VBZ,ENTY
how,how can,WRB,MD,VB,DESC
what,what chapter,WDT,NN,VBZ,NUM
what,what ocean,WDT,NN,VBD,LOC
how,how did,WRB,VBD,NN,DESC
what,what year,WDT,NN,VBD,NUM
,,,,VB,HUM
what,what southwestern,WDT,JJ,VBN,LOC
what,what are,WP,VBP,VBP,DESC
why,why do,WRB,VBP,VB,DESC
what,what does,WP,VBZ,VB,HUM
what,what country,WP,NN,VBP,LOC
what,what famed,WDT,JJ,VBD,LOC
when,what chess when a,WRB,DT,NNS,ENTY
how,how do,WRB,VBP,VB,DESC
when,when was,WRB,VBD,VBN,NUM
where,where do,WRB,VBP,VB,LOC
what,what colors,WP,NNS,VBP,ENTY
what,what kind,WDT,NN,VBZ,ENTY
who,who is who is,WP,VBZ,VBZ,HUM
what,what were,WP,VBD,VBN,ENTY
what,what country,WDT,NN,VBZ,LOC
who,who killed,WP,VBD,VBD,HUM
who,who owns,WP,VBZ,VBZ,HUM
what,what did,WP,VBD,VB,DESC
what,what was,WP,VBD,VBD,DESC
what,what was,WP,VBD,VBD,ENTY
what,what letter,WDT,NN,VBP,ENTY
who,who invented,WP,VBD,VBD,HUM
what,what makes,WP,VBZ,VBZ,DESC
,,,,VB,ENTY
what,what season,WDT,NN,VB,NUM
what,what direction,WDT,NN,VBP,LOC
what,what is,WP,VBZ,VBZ,NUM
what,what english,WDT,JJ,VBZ,ENTY
how,how do,WRB,VBP,VB,DESC
what,what democratic,WP,JJ,VBD,HUM
how,how does,WRB,VBZ,NNP,DESC
what,what california,WP,NNP,VBZ,LOC
that,what was that fawaz,WDT,NNP,VBD,ENTY
what,what former,WDT,JJ,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what california,WP,NNP,VBD,LOC
what,what camera,WDT,NN,VBD,HUM
what,what happened,WP,VBD,VBD,DESC
how,how much,WRB,JJ,VBZ,NUM
what,what is,WP,VBZ,VBZ,DESC
what,what 2th,WDT,JJ,VBD,HUM
where,where is,WRB,VBZ,VBZ,LOC
what,what piece,WDT,NN,VBN,ENTY
who,who stopped,WP,VBD,VBD,HUM
what,what journalist,WDT,NN,VBN,HUM
how,how did,WRB,VBD,VB,DESC
how,how many,WRB,JJ,VB,NUM
what,what was,WP,VBD,VBD,ENTY
what,what was,WP,VBD,VBN,ENTY
what,what woman,WDT,NN,VBN,HUM
how,how can,WRB,MD,VB,DESC
what,what songs,WDT,NNS,VBD,ENTY
what,what year,WDT,NN,VBD,NUM
how,how many,WRB,JJ,VB,NUM
what,what bay,WDT,NN,VBZ,LOC
what,what is,WP,VBZ,VBZ,HUM
what,what frenchman,WP,NNP,VBD,HUM
what,what color,WDT,NN,VBD,ENTY
what,what is,WP,VBZ,NN,DESC
who,who was,WP,VBD,VBD,HUM
that,what is that can,WDT,MD,VBZ,ENTY
what,what professional,WDT,JJ,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
who,who discovered,WP,VBD,VBD,HUM
who,who does,WP,VBZ,VBZ,HUM
how,how many,WRB,JJ,VBZ,NUM
what,what religion,WDT,NN,VBZ,ENTY
how,how many,WRB,JJ,VBP,NUM
who,who is,WP,VBZ,VBZ,HUM
what,what is,WP,VBZ,VBZ,ABBR
what,what is,WP,VBZ,VBZ,NUM
where,where can,WRB,MD,VB,LOC
what,what is,WP,VBZ,VBZ,DESC
what,what georgia,WP,NNP,VBD,LOC
how,how many,WRB,JJ,VBP,NUM
what,what is,WP,VBZ,VBZ,ABBR
what,what layer,WDT,NN,VBZ,ENTY
what,what is,WP,VBZ,VBZ,NUM
what,what was,WP,VBD,VBD,DESC
why,why did,WRB,VBD,VB,DESC
what,what do,WP,VBP,VBP,ABBR
where,where did,WRB,VBD,VBP,LOC
who,who manufactures,WP,VBZ,VBZ,HUM
how,how many,WRB,JJ,VB,NUM
how,how do,WRB,VBP,VB,ENTY
what,what was,WP,VBD,VBD,ENTY
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,DESC
who,who was,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
where,where did,WRB,VBD,VB,LOC
what,what author,WDT,NN,VBN,HUM
what,what body,WDT,NN,JJ,LOC
who,who is,WP,VBZ,VBZ,HUM
how,how does,WRB,VBZ,VB,DESC
what,what is,WP,VBZ,VBZ,LOC
how,how many,WRB,JJ,VBG,NUM
what,what city,WP,NN,VBN,LOC
what,what is,WP,VBZ,VBZ,ENTY
what,what kind,WDT,NN,VBZ,ENTY
what,what song,WDT,NN,VBD,ENTY
what,what drink,WP,NN,VBN,ENTY
,,,,VB,ENTY
what,what geological,WDT,JJ,VB,NUM
how,how do,WRB,VBP,VB,DESC
where,where is,WRB,VBZ,VBZ,LOC
how,how do,WRB,VBP,VB,DESC
where,where is,WRB,VBZ,VBN,LOC
how,how did,WRB,VBD,VB,DESC
when,when was,WRB,VBD,VBD,NUM
what,what is,WP,VBZ,VBZ,ENTY
why,why was,WRB,VBD,VBD,DESC
how,how do,WRB,VBP,VB,DESC
what,what singer,WP,NN,VBD,HUM
how,how much,WRB,JJ,VBN,NUM
why,why do,WRB,VBP,VBN,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what are,WP,VBP,VBG,DESC
why,why is,WRB,VBZ,VBZ,DESC
what,what asian,WP,JJ,VBD,LOC
how,how is,WRB,VBZ,VBZ,DESC
who,who is,WP,VBZ,VBZ,HUM
what,what was,WP,VBD,VBD,HUM
when,when is,WRB,VBZ,VBZ,NUM
who,who is,WP,VBZ,VBZ,HUM
what,what radio,WDT,NN,VBD,HUM
what,what character,WDT,NN,VBZ,HUM
what,what is,WP,VBZ,VBZ,ABBR
who,who starred,WP,VBD,VBD,HUM
what,what seven,WP,CD,VBP,NUM
what,what catch-22,WP,NNP,VBN,HUM
whom,whom does,WP,VBZ,NN,HUM
what,when called what american,WP,JJ,VBD,HUM
when,when was,WRB,VBD,VBN,NUM
what,what has,WP,VBZ,VBZ,ENTY
what,what team,WDT,NN,VB,HUM
what,what class,WDT,NN,VBN,ENTY
what,what relative,WDT,NN,VBD,HUM
how,how does,WRB,VBZ,NN,DESC
how,how many,WRB,JJ,VBZ,NUM
who,who was,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
who,who is,WP,VBZ,VBZ,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,LOC
when,how old when he,WRB,PRP,VBD,NUM
what,what is,WP,VBZ,VBZ,DESC
when,why do when there,WRB,EX,VB,DESC
who,who won,WP,VBD,VBD,HUM
what,what year,WDT,NN,VBD,NUM
where,where does,WRB,VBZ,NN,NUM
what,what are,WP,VBP,VBP,HUM
what,what are what ocean,WP,NN,VB,LOC
what,what does,WP,VBZ,VB,ABBR
,,,,VB,LOC
what,what is,WP,VBZ,VBZ,DESC
what,what revelation,WDT,NN,VB,DESC
what,what island,WDT,NN,VBZ,LOC
what,what is,WP,VBZ,VBZ,ENTY
what,what \'s,WP,VBZ,VBZ,ENTY
what,what was,WP,VBD,VBD,ENTY
how,how can,WRB,MD,VBN,DESC
where,where was,WRB,VBD,VBN,LOC
what,what 1927,WP,CD,VBD,ENTY
what,what is,WP,VBZ,VBZ,NUM
what,what is,WP,VBZ,VBZ,ABBR
who,who are,WP,VBP,VBP,HUM
who,who is,WP,VBZ,VBZ,HUM
what,what is,WP,VBZ,VBZ,LOC
what,what game,WDT,NN,VB,ENTY
how,how do,WRB,VBP,VB,DESC
that,what is that is,WDT,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,LOC
what,what is,WP,VBZ,VBZ,NUM
what,what stephen,WP,NNP,VBN,ENTY
who,who were,WP,VBD,VBD,HUM
who,who portrayed,WP,VBD,VBD,HUM
what,what was,WP,VBD,VBD,ENTY
how,how many,WRB,JJ,VBP,NUM
how,how high,WRB,JJ,VB,NUM
what,what scottish,WDT,JJ,NN,HUM
what,what is,WP,VBZ,VBZ,HUM
what,what ocean,WDT,NN,VBZ,LOC
what,what famous,WDT,JJ,VBD,HUM
what,what was,WP,VBD,VBD,ENTY
that,what are that occupy,WDT,VBP,VBP,LOC
how,how many,WRB,JJ,VBN,NUM
how,how can,WRB,MD,VB,DESC
how,how is,WRB,VBZ,VBN,DESC
how,how many,WRB,JJ,VB,NUM
what,what turns,WP,VBZ,VBZ,ENTY
who,who was,WP,VBD,VBD,HUM
how,how many,WRB,JJ,VBN,NUM
what,what is,WP,VBZ,VBZ,ENTY
that,what is that starts,WDT,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,ENTY
who,who awarded,WP,VBD,VBD,HUM
what,what was,WP,VBD,VBD,LOC
what,what hide,WDT,VB,VBN,ENTY
what,what is,WP,VBZ,VBZ,LOC
what,what future,WDT,JJ,VBD,HUM
what,what drink,WP,NN,VBZ,ENTY
where,where can,WRB,MD,VB,LOC
what,what was,WP,VBD,VBD,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what are,WP,VBP,VBP,LOC
where,where is,WRB,VBZ,VBZ,LOC
what,what are,WP,VBP,VBP,HUM
how,how many,WRB,JJ,VBD,NUM
how,how many,WRB,JJ,VBP,NUM
who,who was who was,WP,VBD,VBD,HUM
who,who was,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
who,who was,WP,VBD,VBD,HUM
what,what organ,WDT,NN,VBZ,ENTY
,,,,NNS,HUM
what,what is,WP,VBZ,VBZ,ENTY
what,what fraction,WDT,NN,VBN,NUM
how,how can,WRB,MD,VBN,DESC
what,what is,WP,VBZ,VBZ,ENTY
what,what was,WP,VBD,VBD,HUM
how,how much,WRB,JJ,VBN,NUM
who,who gave,WP,VBD,VBD,HUM
what,what state,WDT,NN,VBZ,LOC
how,how do,WRB,VBP,VB,DESC
who,who became,WP,VBD,VBD,HUM
who,who wrote,WP,VBD,VBD,HUM
who,who did,WP,VBD,VBP,HUM
what,what is,WP,VBZ,VBZ,DESC
how,how many,WRB,JJ,VBP,NUM
what,what title,WDT,NN,VBP,HUM
what,what did,WP,VBD,VBP,ENTY
what,what \'s,WP,VBZ,VBZ,ENTY
what,what are,WP,VBP,VBP,ENTY
which,which king,WDT,NN,VBD,HUM
what,what software,WDT,NN,VBZ,ENTY
what,what is,WP,VBZ,VBZ,DESC
,,,,VB,HUM
how,how many,WRB,JJ,VBP,NUM
,,,,VB,ENTY
why,why shouldn,WRB,VB,VB,DESC
which,which college,WDT,NN,VB,HUM
why,why did,WRB,VBD,VBN,DESC
what,what did,WP,VBD,VBP,DESC
how,how long,WRB,RB,VB,NUM
how,how many,WRB,JJ,VBP,NUM
what,what web,WP,NN,VBN,LOC
what,what is,WP,VBZ,VBZ,ENTY
how,how long,WRB,RB,VB,NUM
how,how many,WRB,JJ,VBP,NUM
what,what was,WP,VBD,VBD,HUM
what,what problems,WDT,NNS,VBD,DESC
what,what british,WDT,JJ,VBD,HUM
where,where is,WRB,VBZ,VBN,LOC
how,how effective,WRB,JJ,VBP,DESC
what,what part,WDT,NN,VBZ,LOC
how,how many,WRB,JJ,VBD,NUM
how,how tall,WRB,JJ,VBZ,NUM
what,what country,WDT,NN,VBZ,LOC
when,when was,WRB,VBD,VBN,NUM
who,who portrayed,WP,VBD,VBD,HUM
what,what tv,WP,NN,VBD,ENTY
what,what direction,WDT,NN,VBP,LOC
how,how many,WRB,JJ,VBP,NUM
when,how can when i,WRB,PRP,VB,DESC
what,what is,WP,VBZ,VBZ,ENTY
where,where are,WRB,VBP,VBP,LOC
how,how do,WRB,VBP,VB,DESC
how,how much,WRB,JJ,VBP,NUM
who,who makes,WP,VBZ,VBZ,HUM
who,who is,WP,VBZ,VBZ,HUM
what,what company,WDT,NN,VBZ,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what does,WP,VBZ,NNP,ABBR
what,what major,WDT,JJ,VBZ,HUM
what,what president,WP,NNP,VBD,HUM
how,how many,WRB,JJ,VBP,NUM
what,what city,WDT,NN,VBZ,LOC
what,what u.s.,WP,NNP,VBZ,LOC
how,how many,WRB,JJ,NN,NUM
who,who was,WP,VBD,VBD,HUM
how,how does,WRB,VBZ,VB,DESC
what,what mayor,WDT,NN,VBD,HUM
which,which type,WDT,NN,VBN,ENTY
how,how much,WRB,JJ,VBZ,NUM
when,when was,WRB,VBD,VBN,NUM
who,who is,WP,VBZ,VBZ,HUM
what,what detective,WDT,NN,VBZ,HUM
where,where did,WRB,VBD,RB,LOC
whom,whom ?,WP,.,VBN,HUM
what,what does,WP,VBZ,VB,DESC
who,who portrayed,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,LOC
who,who was,WP,VBD,VBD,HUM
what,what will,WP,MD,VB,DESC
who,who is,WP,VBZ,VBZ,HUM
which,which sex,WDT,NN,VBN,ENTY
what,what two,WP,CD,VBZ,LOC
how,how long,WRB,RB,VBD,NUM
what,what terrorist,WDT,JJ,VBN,HUM
what,what are,WP,VBP,VBP,LOC
what,what is,WP,VBZ,VBZ,NUM
how,how can,WRB,MD,VB,DESC
who,who starred,WP,VBD,VBD,HUM
how,how many,WRB,JJ,VBP,NUM
who,what actor who had,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,LOC
what,what is,WP,VBZ,VBZ,DESC
that,what is that kevin,WDT,NNP,VBZ,ENTY
what,what were,WP,VBD,VBD,ENTY
how,how does,WRB,VBZ,VB,DESC
what,what is,WP,VBZ,VBZ,NUM
what,what type,WDT,NN,VBZ,ENTY
what,what is,WP,VBZ,VBZ,DESC
that,what was that fell,WDT,VBD,VBD,ENTY
what,what are,WP,VBP,VBP,DESC
what,what were,WP,VBD,VBD,ENTY
why,why does,WRB,VBZ,VB,DESC
what,what hair,WDT,NN,VB,ENTY
where,where was,WRB,VBD,VBN,LOC
what,what does,WP,VBZ,VB,HUM
who,who shot,WP,VBD,VBD,HUM
when,when did,WRB,VBD,VB,NUM
what,what blood,WP,NN,VBZ,ENTY
what,what was,WP,VBD,VBN,ENTY
what,what \'s,WP,VBZ,VBZ,LOC
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what alloy,WDT,NN,NN,ENTY
what,what plants,WDT,NNS,VBN,ENTY
what,what are,WP,VBP,VBP,DESC
what,what are,WP,VBP,VBP,LOC
what,what achievement,WP,NN,VBZ,DESC
what,what was,WP,VBD,VBD,ENTY
who,who portrayed,WP,VBD,VBD,HUM
what,what country,WDT,NN,VBZ,LOC
what,what planet,WDT,NN,VBP,LOC
how,how often,WRB,RB,VBN,NUM
how,how much,WRB,JJ,VB,NUM
what,what kind,WDT,NN,VBD,ENTY
what,what country,WP,NN,VBZ,LOC
what,what did,WP,VBD,VB,ENTY
what,what \'s,WP,VBZ,VBZ,NUM
why,why should,WRB,MD,VBN,DESC
what,what year,WDT,NN,VB,NUM
what,what d.h.,WP,NNP,VBN,ENTY
what,what rock,WP,NN,VBD,HUM
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,DESC
how,how was,WRB,VBD,VBD,DESC
how,how do,WRB,VBP,VB,DESC
when,when did,WRB,VBD,VBP,NUM
what,what famed,WDT,JJ,VBD,HUM
what,what group,WDT,NN,NN,HUM
who,who was,WP,VBD,VBD,HUM
what,what snack,WDT,NN,VBZ,ENTY
what,what \'s,WP,VBZ,VBZ,ENTY
what,what \'s,WP,VBZ,VBZ,DESC
when,how many when the,WRB,DT,VBD,NUM
what,what southern,WP,NNP,VBN,LOC
how,how many,WRB,JJ,VBP,NUM
what,what is,WP,VBZ,VBZ,LOC
what,what drug,WDT,NN,VBN,ENTY
which,which of,WDT,IN,VBZ,ENTY
where,where did,WRB,VBD,VBN,DESC
what,what city,WDT,NN,NN,LOC
what,what is,WP,VBZ,VBZ,NUM
where,where is,WRB,VBZ,VBZ,LOC
who,who is,WP,VBZ,VBZ,HUM
who,who was,WP,VBD,VBD,ENTY
what,what is,WP,VBZ,VBZ,ENTY
what,what jules,WP,NNP,VBZ,ENTY
why,why is,WRB,VBZ,VBN,DESC
what,what \'s,WP,VBZ,VBZ,DESC
what,what function,WDT,NN,VB,DESC
what,what company,WDT,NN,VBD,HUM
what,what does,WP,VBZ,VB,ABBR
what,what ?,WP,.,VBN,ENTY
what,what are,WP,VBP,VBP,DESC
how,how many,WRB,JJ,VBP,NUM
which,which large,WDT,JJ,VBD,LOC
whom,who was whom she,WP,PRP,VBD,HUM
who,who invented,WP,VBD,VBD,HUM
how,how has,WRB,VBZ,VBN,DESC
when,when was,WRB,VBD,VBD,NUM
what,what was,WP,VBD,VBD,HUM
what,what u.s.,WP,NNP,NNS,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what format,WDT,NN,VBD,ENTY
what,what hockey,WDT,NN,VBD,HUM
what,what is,WP,VBZ,VBZ,ENTY
which,which infectious,WDT,JJ,VBZ,ENTY
what,what president,WP,NNP,VBN,HUM
how,how much,WRB,JJ,VBP,NUM
when,what country when he,WRB,PRP,VBD,LOC
what,what are,WP,VBP,VBP,HUM
